sentence,annotation
"""He just immediately pulled me in for a hug,"" Hinton said.","<Fact_Appeal:Direct_Quote>""He just immediately pulled me in for a hug,""</Fact_Appeal:Direct_Quote> <Source:Named:null>Hinton</Source:Named:null> said."
"The recent surge in interest in bitcoin, sparked by a narrative that it can act as a hedge against inflation, has driven the cryptocurrency to a record high of $58,354 and a $1 trillion market capitalisation.","<Fact_No_Appeal>The recent surge in interest in bitcoin, sparked by a narrative that it can act as a hedge against inflation, has driven the cryptocurrency to a record high of $58,354 and a $1 trillion market capitalisation.</Fact_No_Appeal>"
The drone's body divides into six sections with tiny holes underneath that suck pollen in as it hovers over a flower.,<Fact_No_Appeal>The drone's body divides into six sections with tiny holes underneath that suck pollen in as it hovers over a flower.</Fact_No_Appeal>
"Former President George W. Bush is paying his respects to Graham, known as the pastor to presidents, Monday afternoon at his library in North Carolina.","<Fact_No_Appeal>Former President George W. Bush is paying his respects to Graham, known as the pastor to presidents, Monday afternoon at his library in North Carolina.</Fact_No_Appeal>"
"The Interagency Expert Committee announced today ""brings together some of the leading experts and researchers from the field of health, climate, and technology, and would serve as an effective platform to co-design the most feasible and useful applications of climate-based forecasting of diseases like Malaria in the Indian context.""","<Source:Named:Expert>The Interagency Expert Committee</Source:Named:Expert> announced today <Fact_Appeal:Direct_Quote>""brings together some of the leading experts and researchers from the field of health, climate, and technology, and would serve as an effective platform to co-design the most feasible and useful applications of climate-based forecasting of diseases like Malaria in the Indian context.""</Fact_Appeal:Direct_Quote>"
"Trump's cascading recklessness in his Iran policy continues to put the United States, Iran, the Middle East, and indeed the world at great peril.","<Fact_No_Appeal>Trump's cascading recklessness in his Iran policy continues to put the United States, Iran, the Middle East, and indeed the world at great peril.</Fact_No_Appeal>"
"According to a news release, ""The commission will lead the entertainment industry toward alignment in achieving safer, fairer, more equitable and accountable workplaces --particularly for women and marginalized people.""","According to <Source:Unnamed:News_Report>a news release</Source:Unnamed:News_Report>, <Fact_Appeal:Direct_Quote>""The commission will lead the entertainment industry toward alignment in achieving safer, fairer, more equitable and accountable workplaces --particularly for women and marginalized people.""</Fact_Appeal:Direct_Quote>"
"Department of Justice attorney Brad Rosenberg said during a court hearing Friday that producing documents for the court case had burdened the Census Bureau as it worked to finish crunching the numbers used for allocating congressional seats and Electoral College votes by state, as well as the distribution of $1.5 trillion each year in federal spending.","<Source_Attribute>Department of Justice attorney</Source_Attribute> <Source:Named:Official>Brad Rosenberg</Source:Named:Official> said <Appeal_Location>during a court hearing</Appeal_Location> <Appeal_Time>Friday</Appeal_Time> that <Fact_Appeal:Indirect_Quote>producing documents for the court case had burdened the Census Bureau as it worked to finish crunching the numbers used for allocating congressional seats and Electoral College votes by state, as well as the distribution of $1.5 trillion each year in federal spending.</Fact_Appeal:Indirect_Quote>"
"Chief Executive and founder Masayoshi Son had brushed off the record profit for the previous fiscal year as ""a coincidence,"" promising to keep pursuing his dream of innovation, not just monetary gain.","<Source_Attribute>Chief Executive and founder</Source_Attribute> <Source:Named:Active_Participant>Masayoshi Son</Source:Named:Active_Participant> had brushed off <Fact_Appeal:Direct_Quote>the record profit for the previous fiscal year as ""a coincidence,""</Fact_Appeal:Direct_Quote> promising to keep pursuing his dream of innovation, not just monetary gain."
Duke Energy estimated that as many as 3 million people could lose power in the Carolinas because of the storm.,<Source:Named:Expert>Duke Energy</Source:Named:Expert> estimated that <Fact_Appeal:Indirect_Quote>as many as 3 million people could lose power in the Carolinas because of the storm.</Fact_Appeal:Indirect_Quote>
"According to Kevin Williams, CFO and Treasurer, ""For both the fourth fiscal quarter and the full fiscal year, our private cloud, card processing and digital solutions drove our revenue growth.""","According to <Source:Named:Official>Kevin Williams</Source:Named:Official>, <Source_Attribute>CFO and Treasurer</Source_Attribute>, <Fact_Appeal:Direct_Quote>""For both the fourth fiscal quarter and the full fiscal year, our private cloud, card processing and digital solutions drove our revenue growth.""</Fact_Appeal:Direct_Quote>"
"""During this encounter, a participant referenced the Capitol,"" the indictment said.","<Fact_Appeal:Direct_Quote>""During this encounter, a participant referenced the Capitol,""</Fact_Appeal:Direct_Quote> <Source:Unnamed:Expert_Document>the indictment</Source:Unnamed:Expert_Document> said."
"Adding insult to injury, Mendy went on to score the only goal four minutes from time of the last 16 first leg tie to hand the 13-time European champions a crucial away goal.","<Fact_No_Appeal>Adding insult to injury, Mendy went on to score the only goal four minutes from time of the last 16 first leg tie to hand the 13-time European champions a crucial away goal.</Fact_No_Appeal>"
Bijan Ghaisar's case has not attracted the same attention as the recent police killings of Black victims like George Floyd and Breonna Taylor.,<Fact_No_Appeal>Bijan Ghaisar's case has not attracted the same attention as the recent police killings of Black victims like George Floyd and Breonna Taylor.</Fact_No_Appeal>
"Kanye West, Kim Kardashian expecting fourth child, People reports Less than a year after the birth of their third child, the superstars have another baby on the way, according to People.","Kanye West, Kim Kardashian expecting fourth child, People reports Less than a year after the birth of their third child, the superstars have another baby on the way, according to People."
"Red Cross official, Kathy Mueller told the BBC that the main road into Pandeglang has been badly damaged, which had made it difficult for rescuers to reach the area.","<Source_Attribute>Red Cross official</Source_Attribute>, <Source:Named:Active_Participant>Kathy Mueller</Source:Named:Active_Participant> told <Recipient>the BBC</Recipient> that <Fact_Appeal:Indirect_Quote>the main road into Pandeglang has been badly damaged, which had made it difficult for rescuers to reach the area.</Fact_Appeal:Indirect_Quote>"
"""But the musical life of the camp was very rich,"" she told the Guardian.","<Fact_Appeal:Direct_Quote>""But the musical life of the camp was very rich,""</Fact_Appeal:Direct_Quote> <Source:Unnamed:null>she</Source:Unnamed:null> told <Recipient>the Guardian.</Recipient>"
The winking emoji can mean flirtation in some cultures and not in others.,<Fact_No_Appeal>The winking emoji can mean flirtation in some cultures and not in others.</Fact_No_Appeal>
"""It's a dog's breakfast, it's a bunfight, it's a shitfight - it's all of those things,"" he told the Guardian","<Fact_Appeal:Direct_Quote>""It's a dog's breakfast, it's a bunfight, it's a shitfight - it's all of those things,""</Fact_Appeal:Direct_Quote> <Source:Unnamed:null>he</Source:Unnamed:null> told <Recipient>the Guardian</Recipient>"
"Think experiences like a trip to Ellis Island and the Statue of Liberty, or a guided tour of San Francisco.","Think experiences like a trip to Ellis Island and the Statue of Liberty, or a guided tour of San Francisco."
"Hater connects singles based on behaviors they, well, hate.","<Fact_No_Appeal>Hater connects singles based on behaviors they, well, hate.</Fact_No_Appeal>"
